BB110,,"110. Atunci când înlocuiți suspantele deteriorate, este important să vă asigurați că",,d,d
,a,"datorită rezisteței la înaintare, suspantele noi au același diametru.",,0,d
,b,în toate cazurile sunt folosite suspante al fel de rezistente sau mai rezistente.,,0,d
,c,suspantele se conformează dimensional cu cele înlocuite.,,0,d
,d,sunt utilizate numai suspantele originale furnizate de producător. ,X,X,d
BB111,,111. Ce circumstanțe pot provoca o modificare a lungimii inițiale a suspantelor?,,d,d
,a,"Numai o încărcare foarte mare pe suspante individuale, de exemplu atunci când o suspantă este prinsă undeva în timpul lansării sau a aterizării.",,0,d
,b,Numai utilizarea suspantelor de diferite tipuri sau dimensiuni.,,0,d
,c,Suspantele moderne nu își schimbă niciodată permanent lungimea.,,0,d
,d,Încărcarea diferită a suspantelor în timpul utilizării normale. ,X,X,d
BB112,,"112. Care sunt consecințele unei supraîncărcări mari pe anumite suspante, de exemplu atunci când o suspantă este prinsă undeva în timpul lansării sau a aterizării.",,a,a
,a,Suspantele pot fi întinse permanent și pot afecta comportamentul parapantei. ,X,X,a
,b,"Toate suspantele puternic supraîncărcate se vor rupe, ceea ce poate afecta comportamentul parapantei.",,0,
,c,Rezistența suspantei supraîncărcate va fi redusă critic.,,0,
,d,"Suspantele moderne nu sunt afectate atât în ceea ce privește rezistența, cât și lungimea.",,0,
BB113,,113. Ce ar putea cauza scurtarea permanentă a suspantelor?,,c,c
,a,Parapanta nu este folosită deloc într-o perioadă lungă de timp.,,0,c
,b,Sortarea greșită a liniilor înainte de împachetarea parapantei.,,0,c
,c,Expunerea suspantelor la umiditate și murdărie. ,X,X,c
,d,Expunerea suspantelor la temperaturi scăzute.,,0,
BB114,,114. Care sunt consecințele unei alungiri permanente mai mari a suspantelor A în comparație cu celelalte?,,a,a
,a,"Unghiul de atac crește, iar profilul și manevrabilitatea parapantei se modifică. ",X,X,a
,b,"Unghiul de atac crește, profilul rămâne neschimbat și manevrabilitatea parapantei se modifică.",,0,
,c,"Unghiul de atac rămâne neschimbat, iar profilul și manevrabilitatea parapantei se modifică.",,0,
,d,"Unghiul de atac se reduce, iar profilul și manevrabilitatea parapantei se modifică.",,0,
BB115,,115. Care sunt consecințele scurtării suspantelor A?,,d,d
,a,"Unghiul de atac crește, iar profilul și manevrabilitatea parapantei se modifică.",,0,d
,b,"Unghiul de atac crește, profilul rămâne neschimbat și manevrabilitatea parapantei se modifică.",,0,d
,c,"Unghiul de atac rămâne neschimbat, iar profilul și manevrabilitatea parapantei se modifică.",,0,d
,d,"Unghiul de atac se reduce, iar profilul și manevrabilitatea parapantei se modifică. ",X,X,d
BB116,,116. Care sunt consecințele scurtării suspantelor B?,,c,c
,a,"Unghiul de atac crește, iar profilul și manevrabilitatea parapantei se modifică.",,0,c
,b,"Unghiul de atac crește, profilul rămâne neschimbat și manevrabilitatea parapantei se modifică.",,0,c
,c,"Unghiul de atac rămâne neschimbat, iar profilul și manevrabilitatea parapantei se modifică. ",X,X,c
,d,"d) Unghiul de atac se reduce, iar profilul și manevrabilitatea parapantei se modifică.",,0,
BB117,,117. Care sunt consecințele alungirii suspantelor D?,,d,d
,a,"Unghiul de atac crește, iar profilul și manevrabilitatea parapantei se modifică.",,0,d
,b,"Unghiul de atac crește, profilul rămâne neschimbat și manevrabilitatea parapantei se modifică.",,0,d
,c,"Unghiul de atac rămâne neschimbat, iar profilul și manevrabilitatea parapantei se modifică.",,0,d
,d,"Unghiul de atac se reduce, iar profilul și manevrabilitatea parapantei se modifică. ",X,X,d
BB118,,118. Care sunt consecințele scurtării suspantelor D?,,a,a
,a,"Unghiul de atac crește, iar profilul și manevrabilitatea parapantei se modifică. ",X,X,a
,b,"Unghiul de atac crește, profilul rămâne neschimbat și manevrabilitatea parapantei se modifică.",,0,
,c,"Unghiul de atac rămâne neschimbat, iar profilul și manevrabilitatea parapantei se modifică.",,0,
,d,"Unghiul de atac se reduce, iar profilul și manevrabilitatea parapantei se modifică.",,0,
BB119,,119. Cum se schimbă comportamentul parapantei dacă suspantele A sunt prelungite sau întinse?,,a,a
,a,"Parapanta este mai dificil de gonflat, zboară mai lent datorită unghiului de atac crescut, este mai puțin predispusă la închideri frontale, dar este mai predispusă la angajare parașutată. ",X,X,a
,b,"Parapanta este mai dificil de gonflat, necesită comenzi mai ample dar mai puțin puternice din cauza centrului de greutate situat mai jos și transformă viteza în înălțime (filaj) mai bine la aterizare.",,0,
,c,"Parapanta este mai ușor de gonflat, zboară mai lent datorită unghiului de atac scăzut, este mai puțin predispusă la închideri frontale, dar este mai predispusă la angajare parașutată.",,0,
,d,"Parapanta este mai ușor de gonflat, zboară mai repede datorită scăderii unghiului de atac, este mai predispusă la închideri frontale, dar este mai puțin predispusă la angajare parașutată.",,0,
BB120,,120. Cum se schimbă comportamentul parapantei dacă suspantele D sunt prelungite sau întinse?,,d,d
,a,"Parapanta este mai dificil de gonflat, zboară mai lent datorită unghiului de atac crescut, este mai puțin predispusă la închideri frontale, dar este mai predispusă la angajare parașutată.",,0,d
,b,"Parapanta este mai dificil de gonflat, necesită comenzi mai ample dar mai puțin puternice din cauza centrului de greutate situat mai jos și transformă viteza în înălțime (filaj) mai bine la aterizare.",,0,d
,c,"Parapanta este mai ușor de gonflat, zboară mai lent datorită unghiului de atac scăzut, este mai puțin predispusă la închideri frontale, dar este mai predispusă la angajare parașutată.",,0,d
,d,"Parapanta este mai ușor de gonflat, zboară mai repede datorită scăderii unghiului de atac, este mai predispusă la închideri frontale, dar este mai puțin predispusă la angajare parașutată. ",X,X,d
BB121,,121. Cum se schimbă comportamentul parapantei dacă suspantele A se scurtează? ,,d,d
,a,"Parapanta este mai dificil de gonflat, zboară mai lent datorită unghiului de atac crescut, este mai puțin predispusă la închideri frontale, dar este mai predispusă la angajare parașutată.",,0,d
,b,"Parapanta este mai dificil de gonflat, necesită comenzi mai ample dar mai puțin puternice din cauza centrului de greutate situat mai jos și transformă viteza în înălțime (filaj) mai bine la aterizare.",,0,d
,c,"Parapanta este mai ușor de gonflat, zboară mai lent datorită unghiului de atac scăzut, este mai puțin predispusă la închideri frontale, dar este mai predispusă la angajare parașutată.",,0,d
,d,"Parapanta este mai ușor de gonflat, zboară mai repede datorită scăderii unghiului de atac, este mai predispusă la închideri frontale, dar este mai puțin predispusă la angajare parașutată. ",X,X,d
BB122,,122. Cum se schimbă comportamentul parapantei dacă suspantele D se scurtează?,,a,a
,a,"Parapanta este mai dificil de gonflat, zboară mai lent datorită unghiului de atac crescut, este mai puțin predispusă la închideri frontale, dar este mai predispusă la angajare parașutată. ",X,X,a
,b,"Parapanta este mai dificil de gonflat, necesită comenzi mai ample dar mai puțin puternice din cauza centrului de greutate situat mai jos și transformă viteza în înălțime (filaj) mai bine la aterizare.",,0,
,c,"Parapanta este mai ușor de gonflat, zboară mai lent datorită unghiului de atac scăzut, este mai puțin predispusă la închideri frontale, dar este mai predispusă la angajare parașutată.",,0,
,d,"Parapanta este mai ușor de gonflat, zboară mai repede datorită scăderii unghiului de atac, este mai predispusă la închideri frontale, dar este mai puțin predispusă la angajare parașutată.",,0,
BB123,,123. La decolare un pilot observă că una dintre suspantele B ale parapanteii este ruptă. Ce ar trebui să facă pilotul?,,d,d
,a,Să scoată suspanta ruptă și să zbare fără ea.,,0,d
,b,Să lege capetele cu un nod pescăresc.,,0,d
,c,"Să reconecteze capetele cu o bucată scurtă de suspantă suplimentară, asigurându-se că suspanta ""reparată"" nu este mai scurtă sau mai lungă decât suspanta B învecinată.",,0,d
,d,Pilotul nu trebuie să zboare până când suspanta deteriorată este înlocuită. ,X,X,d
BB124,,"124. Comparativ cu o parapantă cu suspante de 5m, una cu suspante de 7m are",,c,c
,a,centrul de greutate mai sus și pendulare mai mare atunci când se schimbă rapid direcția.,,0,c
,b,centrul de greutate mai jos și pendulare mai mică atunci când se schimbă rapid direcția.,,0,c
,c,centrul de greutate mai jos și pendulare mai mare atunci când se schimbă rapid direcția. ,X,X,c
,d,centrul de greutate mai sus și pendulare mai mică atunci când se schimbă rapid direcția.,,0,
BB125,,"125. Comparativ cu o parapantă cu suspante de 7m, una cu suspante de 5m are",,d,d
,a,centș/rul de greutate mai sus și pendulare mai mare atunci când se schimbă rapid direcția.,,0,d
,b,centrul de greutate mai jos și pendulare mai mică atunci când se schimbă rapid direcția.,,0,d
,c,centrul de greutate mai jos și pendulare mai mare atunci când se schimbă rapid direcția.,,0,d
,d,centrul de greutate mai sus și pendulare mai mică atunci când se schimbă rapid direcția. ,X,X,d
BB126,,"126. După 200 de zboruri cu aceeași parapantă, pilotul observă îndoirea materialului pe întrega anvergură, între atașamentele suspanelor B și C.",,d,d
,a,Suspantele B și C trebuie să fie scurtate ușor.,,0,d
,b,Suspantele A și B trebuie să fie scurtate ușor.,,0,d
,c,Parapanta trebuie înlocuită deoarece materialul este prea uzat.,,0,d
,d,Parapanta trebuie să fie verificată și retrimată de producător. ,X,X,d
BB127,,"127. După aterizare, parapanta ar trebui",,c,c
,a,"să nu cadă niciodată pe o partea, deoarece încărcarea continuă pe o singură parte a suspantelor poate duce la întinderea asimetrică a acestora.",,0,c
,b,să cadă pe sol înainte sau înapoi pentru a evita încurcarea suspantelor.,,0,c
,c,"să nu cadă niciodata în față pe sol, deoarece aerul nu poate scăpa din celule, mărind astfel presiunea internă și, prin urmare, riscul de rupere a traveelor. ",X,X,c
,d,să fie coborâtă cât mai repede posibil pentru a evita căderea voalurii pe pilot și încurcarea acestuia în suspante.,,0,
BB128,,"128. Dacă un material este supus unei sarcini egale cu rezistența sa maximă, ar trebui să presupuneți următorul lucru:",,a,a
,a,Dimensiunile și forța fizică a materialului nu vor mai fi aceleași ca înaite. ,X,X,a
,b,"Dimensiunile și rezistența originale ale materialului rămân neschimbate, cu condiția ca sarcina maximă să nu fie depășită.",,0,
,c,"Dimensiunile s-au schimbat într-o oarecare măsură, dar rezistența nu este diminuată.",,0,
,d,"Parapanta trebuie retrimată într-o oarecare măsură, pentru a compensa pentru modificarea dimensiunilor.",,0,
BB129,,129. Tipul de încărcare pe voalura parapantei este,,b,b
,a,Presiunea.,,0,b
,b,Tensiunea. ,X,X,b
,c,Torsiunea.,,0,
,d,Îndoirea.,,0,
BB130,,130. Legăturile dintre chingi și suspante sunt cunoscute sub numele de,,b,b
,a,Carabinele seletei.,,0,b
,b,Carabine rapide cu filet. ,X,X,b
,c,Manșonul carabinei.,,0,
,d,Manșonul suspantei.,,0,
BB131,,131. Carabinele rapide cu filet de pe chingile portasuspante trebuie să fie,,c,c
,a,strânse.,,0,c
,b,strânes ușor cu mâna.,,0,c
,c,"strânse cu mâna, apoi un 1 de tură cu o cheie. ",X,X,c
,d,Strângeți cât mai bine posibil cu o cheie și apoi destrângeți un 1 de tură.,,0,
BB132,,"132. O parapantă are 4 rânduri de suspante, A, B, C și D. Care grupă de suspante are cea mai mică încărcare în zbor stabil?",,d,d
,a,A,,0,d
,b,B,,0,d
,c,C,,0,d
,d,D,X,X,d
BB133,,"133. Executarea continuă a manevrelor extreme pe o parapantă normală, certificată",,c,c
,a,nu va duce la o întindere apreciabilă a materialului voalurii.,,0,c
,b,"va încărca în diagonală stabilitatorii, rezultând un profil modificat în mijlocul parapantei.",,0,c
,c,"poate duce la întinderea diferitelor părți ale parapantei și, prin urmare, la modificarea caracteristicilor de zbor ale parapantei. ",X,X,c
,d, poate duce la în fisuri în carabinele rapide datorită încărcării.,,0,
BB134,,"134. Cum funcționează un accelerator de picior pe o parapnată modernă, de serie?",,b,b
,a,"Prin întinderea picioarelor centrul de greutate se mișcă înainte, reducând unghiul de atac și rezultând accelerarea parapantei.",,0,b
,b,"Este atașat suspantelor A, permițând să fie trase în jos suspantele din față, scăzând unghiul de atac și accelerând parapanta.",X,X,b
,c,"Este atașat la suspantele D, permițând astfel variația lungimii chingilor portsuspante D și, prin urmare, varioația unghiului de atac.",,0,
,d,"Poate acționa chingile portsuspante A, B și C care îi permit să schimbe lungimea liniilor A , B și C care modifică unghiul de atac și viteza aripii.",,0,
BB135,,"135. Dacă călcăm acceleratorul până la cursa maximă, pe o parapantă modernă, în aer calm,",,c,c
,a,finețea se îmbunătățește.,,0,c
,b,viteza de înfundare scade.,,0,c
,c,crește viteza de înaintare. ,X,X,c
,d,nu se întâmplă / se schimbă nimic.,,0,
BB136,,"136. Dacă călcăm acceleratorul până la cursa maximă, pe o parapantă modernă, în vânt de față de 25 km/h",,a,a
,a,finețea se îmbunătățește. ,X,X,a
,b,viteza de înfundare scade.,,0,
,c,finețea scade.,,0,
,d,nu se întâmplă / se schimbă nimic.,,0,
BB137,,"137. Trimerele modifică, în general, lungimea",,d,d
,a,chingilor portsuspante A.,,0,d
,b,chingilor portsuspante B.,,0,d
,c,chingilor portsuspante C.,,0,d
,d,chingilor portsuspante D. ,X,X,d
BB138,,138. Trimerele,,b,b
,a,până la o lungime de 5 cm pot fi adăugate la toate parapantele de serie fără a afecta certificarea sau siguranța parapantei.,,0,b
,b,"modifică lungimea și, prin urmare, caracteristicile de zbor ale parapantei. O parapantă cu trimere poate fi garantată ca fiind certificată doar dacă a fost testată cu trimere. ",X,X,b
,c,afectează comportamentul de zbor al fiecărei parapnte cu fiecare poziție a lor.,,0,
,d,"nu afectează comportamentul de zbor al unei parapante, dar compromite rezistența chingilor.",,0,
BB139,,"139. Pentru zboruri rapide, trimerele sunt",,a,a
,a,eliberate pentru a reduce unghiul de atac și pentru a ridica profilul în spate. ,X,X,a
,b,eliberate pentru a crește unghiul de atac și pentru a ridica profilul în spate.,,0,
,c,strânse pentru a reduce unghiul de atac și pentru a coborî profilul din spate.,,0,
,d,strânse pentru a crește unghiul de atac și pentru a ridica profilul în spate.,,0,
BB140,,140. Eliberarea trimerelor în timpul unui zbor drept și stabil,,b,b
,a,reduce șansele de închidere frontală și cursa comenzii necesară pentru controlul direcției devine mai scurtă.,,0,b
,b,crește șansele de închidere frontală și cursa comenzii necesară pentru controlul direcției devine mai lungă. ,X,X,b
,c,reduce șansele de închidere frontală și cursa comenzii necesară pentru controlul direcției devine mai lungă.,,0,
,d,crește șansele de închidere frontală și cursa comenzii necesară pentru controlul direcției devine mai scurtă.,,0,
BB141,,141. Suspantele comezilor pot fi protejate împotriva uzurii prin,,c,c
,a,evitarea folosirii inutile a comenzii.,,0,c
,b,tragerea comenzii din față în jos până la mijloc.,,0,c
,c,folosirea unor scripeți pentru trecerea ghidarea suspantelor. ,X,X,c
,d,aplicarea comenzilor într-o manieră foarte controlată.,,0,
BB142,,142. Lungimea corectă a comenzilor,,b,b
,a,trebuie ajustată pentru a se potrivi poziției seletei și pilotului.,,0,b
,b,este determinată de către producător și trebuie scurtată numai de către ei sau reprezentanții acestora. ,X,X,b
,c,depinde de greutatea pilotului și de viteza de înaintare dorită.,,0,
,d,"trebuie să fie ajustate pentru a se potrivi dimensiunii corpului, în special lungimii brațului pilotului.",,0,
BB143,,143. Lungimea comenzilor este stabilită astfel încât,,c,c
,a,nu este niciodată necesar să înfășurați suspantele comenzii pe mâini la aterizare.,,0,c
,b,parapanta zboară cu cea mai bună finețe cu comenzile trase la înălțimea umărului.,,0,c
,c,este posibil să se atingă întreaga gamă de vitezeă a parapantei fără probleme. ,X,X,c
,d,să fie cât mai scurte posibil pentru a evita încurcarea cu suspantele D.,,0,
BB144,,"144. În timp ce zburăm cu comenzile frânate, suspantele D se detensionează formând un arc, ce putem concluziona?",,a,a
,a,"Comenzile preiau sarcina suspantelor D, ceea ce este normal când se zboară frânat. ",X,X,a
,b,Suspantele D s-au întins treptat sub sarcină. Parapanta trebuie trimisă producătorului pentru verificare.,,0,
,c,"Suspantele comenzilor au fost reglate prea scurt și, prin urmare, trebuie să fie prelungite.",,0,
,d,Parapanta a fost livrată cu suspantele D prea lungi. Acestea trebuie înlocuite.,,0,
BB145,,145. Ce efect va avea o seletă cu chingi diagonale asupra pilotului?,,d,d
,a,Pilotul simte mai puțin turbulența și are capacitate mai mare de a controla parapanta prin deplasarea greutății.,,0,d
,b,Pilotul simte mai mult turbulența și are capacitate mai mare de a controla parapanta prin deplasarea greutății.,,0,d
,c,Pilotul simte mai mult turbulența și are capacitate mai mică de a controla parapanta prin deplasarea greutății.,,0,d
,d,Pilotul simte mai puțin turbulența și are capacitate mai mică de a controla parapanta prin deplasarea greutății. ,X,X,d
BB146,,146. Ce efect va avea o seletă fără chingi diagonale asupra pilotului?,,b,b
,a,Pilotul simte mai puțin turbulența și are capacitate mai mare de a controla parapanta prin deplasarea greutății.,,0,b
,b,Pilotul simte mai mult turbulența și are capacitate mai mare de a controla parapanta prin deplasarea greutății. ,X,X,b
,c,Pilotul simte mai mult turbulența și are capacitate mai mică de a controla parapanta prin deplasarea greutății.,,0,
,d,Pilotul simte mai puțin turbulența și are capacitate mai mică de a controla parapanta prin deplasarea greutății.,,0,
BB147,,147. Dacă se scurtează chinga de piept a seletei (se micșorează distanța dintre carabinele principale),,b,b
,a,pilotul simte mai mult turbulența și crește pericolul unei răsuciri.,,0,b
,b,pilotul simte mai puțin turbulența și crește pericolul unei răsuciri. ,X,X,b
,c,pilotul simte mai mult turbulența și pericolul unei răsuciri este redus.,,0,
,d,pilotul simte mai puțin turbulența și pericolul unei răsuciri este redus.,,0,
BB148,,148. Dacă se lungește chinga de piept a seletei (se mărește distanța dintre carabinele principale),,c,c
,a,pilotul simte mai mult turbulența și crește pericolul unei răsuciri.,,0,c
,b,pilotul simte mai puțin turbulența și crește pericolul unei răsuciri.,,0,c
,c,pilotul simte mai mult turbulența și pericolul unei răsuciri este redus. ,X,X,c
,d,pilotul simte mai puțin turbulența și pericolul unei răsuciri este redus.,,0,
BB150,,150. Ce efect au seletele cu puncte joase de atașare a carabinelor în timpul turbulențelor?,,b,b
,a,"Pilotul simte mai puțin turbulența, dar îi este mai dificil a se apleca înainte când accelerează la decolare.",,0,b
,b,"Pilotul simte mai mult turbulența, dar îi este mai puțin dificil a se apleca înainte când accelerează la decolare. ",X,X,b
,c,"Pilotul simte mai puțin turbulența, dar îi este mai puțin dificil a se apleca înainte când accelerează la decolare.",,0,
,d,"Pilotul simte mai mult turbulența, dar îi este mai dificil a se apleca înainte când accelerează la decolare.",,0,
BB151,,"151. O seletă fără chingi diagonale pe o parapantă este înlocuită cu o seletă cu chingi transversale, acest fapt va avea, printre altele, o influență asupra",,b,b
,a,graficului polarei vitezelor a parapantei.,,0,b
,b,comportamentului parapantei în situații extreme de zbor. ,X,X,b
,c,"profilului și, prin urmare, unghiului de atac al parapantei.",,0,
,d,torsiunii profilului parapantei.,,0,
BB152,,"152. Dacă o seletă este reglată astfel încât pilotul să fie într-o poziție foarte înclinată, avantajul este că",,a,a
,a,rezistența la înaintare este mai mică și finețea mai bună. ,X,X,a
,b,riscul de răsucire într-o situație necontrolată este redus la minimum.,,0,
,c,parapanta este mai ușor de condus prin schimbarea de greutate.,,0,
,d,parapanta este mai ușor de gonflat.,,0,
BB153,,"153. Dacă o seletă este reglată astfel încât pilotul să fie într-o poziție foarte înclinată, dezavantajul este că",,b,b
,a,rezistența la înaintare este mai mare și finețea mai mică.,,0,b
,b,riscul de răsucire este mărit într-o situație necontrolabilă. ,X,X,b
,c,parapanta nu poate fi condusă prin schimbarea de greutate.,,0,
,d,parapanta este mai greu de gonflat.,,0,
,,,,,
